,Sr No,startup,vertical,city,investors,round,amount,year,state
2881,2882,Housejoy,Services,Bengaluru,Undisclosed,Series B,0.0,2018,Karnataka
2882,2883,HousingMan.com,Real Estate,Bengaluru,Undisclosed,Seed,10.3,2018,Karnataka
2883,2884,Hubhopper,Internet,New Delhi,Undisclosed,Series A,0.05,2018,Delhi
2884,2885,Huddle,Consulting,Gurugram,Undisclosed,Seed,0.03,2018,Haryana
2885,2886,HungerBox,Food ,Bengaluru,Lionrock capital,Private Equity,20.63,2018,Karnataka
2886,2887,HungerBox,Food ,Bengaluru,Undisclosed,Series A,0.45,2018,Karnataka
2887,2888,Hush - Speak Up. Make Work Better,Services,Bengaluru,Undisclosed,Seed,4.5,2018,Karnataka
2888,2889,HWell24 Plus,Healthcare,Mumbai,"Prashant mehta, Mitali pawar, Nikhil g and bhavesh p, R ranganathan, Oncotrust and medintel services pvt. ltd",Seed/ Angel Funding,1.65,2018,Maharashtra
2889,2890,Hyperdata.IO,Technology,Hyderabad,Undisclosed,Angel,5.0,2018,Telangana
2890,2891,HyperXchange,E-Commerce,Pune,Undisclosed,Series A,0.1,2018,Maharashtra
2891,2892,i2i Funding,Finance,Noida,Sucseed venture partners,Seed / Angel Funding,6.34,2018,Uttar Pradesh
2892,2893,i2i Funding,Finance,Noida,Undisclosed,Angel,5.0,2018,Uttar Pradesh
2893,2894,i3 Systems,Technology,Mumbai,"Unitus ventures, Behram vakil and jerxis vandrevala",Seed / Angel Funding,8.25,2018,Maharashtra
2894,2895,Iba Halal Care,Personal Care,Ahmedabad,Undisclosed,Series A,15.0,2018,Gujarat
2895,2896,icanstay,Consumer Internet,New Delhi,Mr. manoj prasad,Seed / Angel Funding,4.13,2018,Delhi
2896,2897,Icertis,Consumer Internet,Pune,Meritech capital partners,Private Equity,412.5,2018,Maharashtra
2897,2898,iChamp,EdTech,Gurugram,Undisclosed,Seed,0.5,2018,Haryana
2898,2899,Ideal Insurance Brokers/ 121Policy.com,Finance,Kolkata,Undisclosed,Seed,0.1,2018,West Bengal
2899,2900,Idha Skin Clinic,Healthcare,Bengaluru,Undisclosed,Seed,0.5,2018,Karnataka
2900,2901,IMAX Program,EdTech,Bengaluru,"Michael & susan dell foundation, Lgt impact ventures",Private Equity,111.38,2018,Karnataka
2901,2902,Impact Guru,FinTech,Mumbai,Undisclosed,Series A,0.0,2018,Maharashtra
2902,2903,Inc42,Media,New Delhi,Undisclosed,Seed,0.0,2018,Delhi
2903,2904,InCred Finance,Finance,Mumbai,"Paragon partners, Individual investors",Private Equity,346.5,2018,Maharashtra
2904,2905,InCred Finance,Finance,Mumbai,Undisclosed,Private Equity,0.0,2018,Maharashtra
2905,2906,India Accelerator,B2B,Gurugram,Undisclosed,Angel,0.0,2018,Haryana
2906,2907,Indiabulls Ventures,Finance,Mumbai,Undisclosed,Post-IPO Equity,1540.0,2018,Maharashtra
2907,2908,IndigoLearn,EdTech,Hyderabad,"Maheshwar peri, Founder and chairman of career information portal careers360, And jamshed jeejeebhoy, Director at byramjee jeejeebhoy pvt. ltd were among the angels",Seed / Angel Funding,1.24,2018,Telangana
2908,2909,IndigoLearn,EdTech,Hyderabad,Undisclosed,Seed,0.02,2018,Telangana
2909,2910,IndiQube,Real Estate,Bengaluru,Undisclosed,Series A,1.5,2018,Karnataka
2910,2911,INDwealth,Finance,Gurugram,Undisclosed,Seed,220.0,2018,Haryana
2911,2912,Infibeam,E-Commerce,Ahmedabad,Network 18,Private Equity,51.4,2018,Gujarat
2912,2913,iNICU,Healthcare,New Delhi,Venture catalysts,Seed/ Angel Funding,0.0,2018,Delhi
2913,2914,Inner Being Wellness,Healthcare,Hyderabad,Undisclosed,Angel,3.5,2018,Telangana
2914,2915,InnerChef,Food,Gurugram,Undisclosed,Venture - Series Unknown,0.18,2018,Haryana
2915,2916,Innov8,Real Estate,New Delhi,Credence family office,Pre-Series A,33.0,2018,Delhi
2916,2917,Innov8,Real Estate,New Delhi,Undisclosed,Seed,0.4,2018,Delhi
2917,2918,Inntot Technologies,Technology,Kochi,Undisclosed,Seed,0.0,2018,Kerala
2918,2919,Inthree,Technology,Chennai,"Ventureast, Orios venture partners and the ian fund",Seed/ Angel Funding,33.0,2018,Tamil Nadu
2919,2920,Inthree,Technology,Chennai,Undisclosed,Series A,0.4,2018,Tamil Nadu
2920,2921,iNurture Education,EdTech,Bengaluru,Ventureast,Private Equity,36.3,2018,Karnataka
2921,2922,ION Energy,Energy,Mumbai,Undisclosed,Venture - Series Unknown,0.0,2018,Maharashtra
2922,2923,IQlect,Data Analytics,Bengaluru,Ventureast and exfinity,Seed/ Angel Funding,20.63,2018,Karnataka
2923,2924,Jagaran Microfin,Finance,Kolkata,Undisclosed,Debt Financing,55.0,2018,West Bengal
2924,2925,Jetbrain Robotics,Healthcare,Gurugram,Undisclosed,Seed,0.01,2018,Haryana
2925,2926,Kaleidofin,Finance,Chennai,Omidyar network. blume ventures and professor shlomo ben-haim,Seed / Angel Funding,23.1,2018,Tamil Nadu
2926,2927,Kaleidofin,Finance,Chennai,Undisclosed,Seed,0.28,2018,Tamil Nadu
2927,2928,Karma Healthcare,Healthcare,Udaipur,"1crowd, Ankur capital",Seed / Angel Funding,4.13,2018,Rajasthan
2928,2929,Kashmir Box,E-Commerce,Srinagar,"Bhairavi jani, Alok divatia, Namrata kaul, Sohail hashemi, Aijaz saleem",Seed/ Angel Funding,0.0,2018,Jammu and Kashmir
2929,2930,Keito,AI,Pune,Undisclosed,Seed,0.0,2018,Maharashtra
2930,2931,Khabri,Media,Haryana,Undisclosed,Seed,0.0,2018,Haryana
2931,2932,Khidki,AI,Bengaluru,Undisclosed,Seed,0.0,2018,Karnataka
2932,2933,Kidovators (by GyanLab),EdTech,Bengaluru,Gray matters,Seed/ Angel Funding,1.49,2018,Karnataka
2933,2934,Kidovators (by GyanLab),EdTech,Bengaluru,Undisclosed,Seed,0.02,2018,Karnataka
2934,2935,Kinara Capital,Finance,Bengaluru,Responsability,Private Equity,41.25,2018,Karnataka
2935,2936,Kissht,FinTech,Mumbai,"Vertex ventures southeast asia (sea) and india and sistema asia fund, Fosun rz capital, Ventureast, And endiya partners.\\n\\n",Private Equity,247.5,2018,Maharashtra
2936,2937,Kissht,FinTech,Mumbai,Undisclosed,Series C,3.0,2018,Maharashtra
2937,2938,Knocksense,Media,Lucknow,Undisclosed,Seed,0.0,2018,Uttar Pradesh
2938,2939,Kobster,E-Commerce,Chennai,Undisclosed,Seed,0.0,2018,Tamil Nadu
2939,2940,Kogta Financial India Limited,Finance,Jaipur,Undisclosed,Series B,154.0,2018,Rajasthan
2940,2941,Kriger Campus,Education,New Delhi,Undisclosed,Seed,3.0,2018,Delhi
2941,2942,Kuants,Finance,Gurugram,"Pankaj chopra, Ankush gupta",Angel / Seed Funding,0.66,2018,Haryana
2942,2943,Kuants,Finance,Gurugram,Undisclosed,Seed,0.5,2018,Haryana
2943,2944,Kuvera,Finance,Bengaluru,"Baskar subramanian, Saket kumar, Gaurav suri and ankit kesarwani",Seed / Angel Funding,2.06,2018,Karnataka
2944,2945,Kuvera,Finance,Bengaluru,Undisclosed,Angel,0.03,2018,Karnataka
2945,2946,Lavelle Networks,Cloud Tech,Bengaluru,Undisclosed,Venture - Series Unknown,2.0,2018,Karnataka
2946,2947,LearnApp,EdTech,Noida,Undisclosed,Seed,2.0,2018,Uttar Pradesh
2947,2948,Leena AI,AI,Gurugram,Undisclosed,Seed,0.2,2018,Haryana
2948,2949,Leena AI,AI,Gurugram,Y combinator,Seed/ Angel Funding,0.0,2018,Haryana
2949,2950,Lendbox,Finance,New Delhi,Undisclosed,Seed,6.0,2018,Delhi
2950,2951,LendingKart,FinTech,Ahmedabad,Fullerton financial holdings pte ltd & others,Private Equity,717.75,2018,Gujarat
2951,2952,LendingKart,FinTech,Ahmedabad,Nederlandse financierings-maatschappij voor ontwikkelingslanden n.v.,Debt Funding,38.78,2018,Gujarat
2952,2953,Lenskart,E-Commerce,Gurugram,Tr capital,Private Equity,0.0,2018,Haryana
2953,2954,LetsMD,Healthcare,New Delhi,"Sri capital, Waterbridge ventures and thinkuvate",Seed / Angel Funding,8.25,2018,Delhi
2954,2955,LetsMD,Healthcare,New Delhi,Undisclosed,Seed,0.1,2018,Delhi
2955,2956,Letstrack,Technology,New Delhi,Undisclosed,Seed,0.17,2018,Delhi
2956,2957,LetsTransport,Logistics,Bengaluru,Undisclosed,Series B,100.0,2018,Karnataka
2957,2958,LetsTransport,Logistics,Bengaluru,Fosun international,Series C,99.0,2018,Karnataka
2958,2959,Licious,E-Commerce,Bengaluru,Undisclosed,Series C,2.5,2018,Karnataka
2959,2960,Littlemore,EdTech,Chennai,Kalpavriksh,Private Equity,24.75,2018,Tamil Nadu
2960,2961,Livehealth,Healthcare,Pune,Nexus venture partners,Seed / Angel Funding,9.08,2018,Maharashtra
2961,2962,Livehealth,Healthcare,Pune,Undisclosed,Seed,0.11,2018,Maharashtra
2962,2963,LivQuik,FinTech,Mumbai,Undisclosed,Corporate Round,0.27,2018,Maharashtra
2963,2964,LivSpace,Design,Bengaluru,Undisclosed,Series C,7.0,2018,Karnataka
2964,2965,Loadshare,Logistics,Bengaluru,Undisclosed,Series A,0.5,2018,Karnataka
2965,2966,Loan Tap,Consumer Internet,Mumbai,"Shunwei capital, Tuscan ventures, Ashish goenka, Vc firms india quotient and kae capital",Private Equity,51.56,2018,Maharashtra
2966,2967,Loans4SME,Finance,Mumbai,Undisclosed,Seed,0.0,2018,Maharashtra
2967,2968,Loanzen,Finance,Bengaluru,Kae capital management,Seed / Angel Funding,0.0,2018,Karnataka
2968,2969,Locus,Logistics,Bengaluru,Undisclosed,Series A,0.4,2018,Karnataka
2969,2970,Log9 Materials,Technology,Bengaluru,"Metaform ventures, Hemant luthra, Micro venture capital firm gems partners and others",Seed/ Angel Funding,3.6,2018,Karnataka
2970,2971,Log9 Materials,Technology,Bengaluru,Undisclosed,Seed,3.0,2018,Karnataka
2971,2972,Lollypop,Technology,Bengaluru,Dr devi shetty,Seed / Angel Funding,0.0,2018,Karnataka
2972,2973,LT Foods,Food,New Delhi,Undisclosed,Post-IPO Equity,140.0,2018,Delhi
2973,2974,Lucideus,Cybersecurity,New Delhi,Undisclosed,Venture - Series Unknown,0.5,2018,Delhi
2974,2975,Mad Street Den,Technology,Chennai,Kddi,Private Equity,0.0,2018,Tamil Nadu
2975,2976,MadGuy Labs,EdTech,Bangalore,Undisclosed,Venture - Series Unknown,0.0,2018,Karnataka
2976,2977,Magic Crate,Education,Bengaluru,Undisclosed,Seed,0.0,2018,Karnataka
2977,2978,Magicpin,Consumer Internet,Gurugram,Undisclosed,Series C,141.0,2018,Haryana
2978,2979,Magicpin,Consumer Internet,Gurugram,Trifecta capital,Debt Funding,8.25,2018,Haryana
2979,2980,MakeMyTrip,Consumer Internet,Gurugram,Makemytrip limited,Private Equity,82.5,2018,Haryana
2980,2981,MamaEarth,E-Commerce,Gurugram,Stellaris ventures & others,Private Equity,33.0,2018,Haryana
2981,2982,MamaEarth,E-Commerce,Gurugram,Undisclosed,Series A,0.4,2018,Haryana
2982,2983,MamaEarth,E-Commerce,Gurugram,Shilpa shetty kundra,Private Equity,0.0,2018,Haryana
2983,2984,Manch,Social Media,New Delhi,Stellaris venture partners,Seed Funding,5.78,2018,Delhi
2984,2985,Manjushree Technopack,Manufacturing,Bengaluru,Undisclosed,Private Equity,0.0,2018,Karnataka
2985,2986,Mate Labs,AI,Bengaluru,Undisclosed,Seed,0.06,2018,Karnataka
2986,2987,Max Healthcare,Healthcare,New Delhi,Undisclosed,Corporate Round,0.0,2018,Delhi
2987,2988,MCaffeine,Personal Care,Mumbai,Undisclosed,Seed,3.2,2018,Maharashtra
2988,2989,McXtra,Finance,Andheri,Undisclosed,Seed,0.13,2018,Maharashtra
2989,2990,Mech Mocha,Entertainment,Bengaluru,Undisclosed,Series B,0.0,2018,Karnataka
2990,2991,Med365 Healthcare,Healthcare,Jaipur,Undisclosed,Seed,5.0,2018,Rajasthan
2991,2992,MedCords,Healthcare,Pune,Undisclosed,Seed,2.64,2018,Maharashtra
2992,2993,MedGenome,Healthcare,Bengaluru,"Hdfc life, Hdfc asset management",Private Equity,82.5,2018,Karnataka
2993,2994,Medikabazaar,Healthcare,Mumbai,Undisclosed,Series A,0.5,2018,Maharashtra
2994,2995,Medimetry,Healthcare,New Delhi,Undisclosed,Seed,0.0,2018,Delhi
2995,2996,MedTel,Healthcare,Bhubaneswar,British and indian governments,Private Equity,0.0,2018,Odisha
2996,2997,Meesho,E-Commerce,Bengaluru,"Shunwei capital, Dst partners and rps ventures",Series C,412.5,2018,Karnataka
2997,2998,Meesho,E-Commerce,Bengaluru,"Sequoia capital india, Saif partners, Y combinator and venture highway",Private Equity,94.88,2018,Karnataka
2998,2999,Meesho,E-Commerce,Bengaluru,Undisclosed,Series C,0.0,2018,Karnataka
2999,3000,MEngage,Healthcare,Jaipur,"Siddharth agarwal, Mahavir sharma, Amit singal, 100 co-founders lab and others.",Seed/ Angel Funding,1.44,2018,Rajasthan
3000,3001,MEngage,Healthcare,Jaipur,Undisclosed,Seed,0.02,2018,Rajasthan
3001,3002,Metro Bikes,Consumer Internet,Bengaluru,"Sequoia capital india advisors, Accel partners and g raghunandan",Private Equity,100.65,2018,Karnataka
3002,3003,mfine,Healthcare,Bengaluru,"Prime venture partners, Stellaris venture partners and mayur abhaya srisrimal",Private Equity,34.65,2018,Karnataka
3003,3004,mfine,Healthcare,Bengaluru,Undisclosed,Series A,0.42,2018,Karnataka
3004,3005,Microchip Payments,FinTech,Bengaluru,Undisclosed,Seed,0.0,2018,Karnataka
3005,3006,Mihuru,Finance,Mumbai,Undisclosed,Seed,0.02,2018,Maharashtra
3006,3007,MilkBasket,E-Commerce,Gurugram,"Kalaari capital, Unilever ventures and blume ventures",Private Equity,57.75,2018,Haryana
3007,3008,MilkBasket,E-Commerce,Gurugram,Unilever ventures,Private Equity,24.75,2018,Haryana
3008,3009,MilkBasket,E-Commerce,Gurugram,Mayfield fund,Series B,10.73,2018,Haryana
3009,3010,MilkBasket,E-Commerce,Gurugram,Undisclosed,Series A,0.0,2018,Haryana
3010,3011,Mintifi,Finance,Mumbai,Lok capital,Seed / Angel Funding,16.5,2018,Maharashtra
3011,3012,Mintifi,Finance,Mumbai,Undisclosed,Seed,0.2,2018,Maharashtra
3012,3013,MissMalini Entertainment,Entertainment,Mumbai,Undisclosed,Seed,10.4,2018,Maharashtra
3013,3014,Mobikwik,FinTech,Gurugram,Undisclosed,Series E,24.0,2018,Haryana
3014,3015,Mobile Premier League (MPL),Entertainment,Bengaluru,Undisclosed,Series A,4.13,2018,Karnataka
3015,3016,Mobile Premier League (MPL),Entertainment,Bengaluru,Undisclosed,Series A,0.0,2018,Karnataka
3016,3017,Mobycy,Transportation,Gurugram,Undisclosed,Angel,0.0,2018,Haryana
3017,3018,Moglix,E-Commerce,Noida,Undisclosed,Series C,0.0,2018,Uttar Pradesh
3018,3019,Mojro Technologies,IT,Bengaluru,Undisclosed,Seed,0.07,2018,Karnataka
3019,3020,Mombay,Food,Mumbai,Undisclosed,Seed,0.0,2018,Maharashtra
3020,3021,MoneyOnMobile,Technology,Mumbai,Undisclosed investors,Private Equity,62.7,2018,Maharashtra
3021,3022,MoneyOnMobile,Technology,Mumbai,S7 group,Private Equity,41.25,2018,Maharashtra
3022,3023,Moonshine Meadery,Food,Pune,Undisclosed,Seed,0.0,2018,Maharashtra
3023,3024,Multibhashi,EdTech,Bengaluru,Undisclosed,Seed,1.0,2018,Karnataka
3024,3025,MY CHIRAAG CAB,Travel,Jaipur,Undisclosed,Seed,0.1,2018,Rajasthan
3025,3026,MyDentistChoice,Healthcare,Hyderabad,Undisclosed,Seed,0.05,2018,Telangana
3026,3027,myHQ,Real Estate,New Delhi,Undisclosed,Series A,0.05,2018,Delhi
3027,3028,MyLoanCare,Finance,Gurugram,Sar group,Seed / Angel Funding,8.07,2018,Haryana
3028,3029,MyLoanCare,Finance,Gurugram,Undisclosed,Series A,6.5,2018,Haryana
3029,3030,MyNewCar.in,Automotive,Gurugram,Undisclosed,Venture - Series Unknown,0.0,2018,Haryana
3030,3031,Mynvax,Healthcare,Bengaluru,Undisclosed,Angel,0.0,2018,Karnataka
3031,3032,Myra,Healthcare,Bengaluru,Undisclosed,Venture - Series Unknown,0.88,2018,Karnataka
3032,3033,MySEODoc,Marketing,New Delhi,Undisclosed,Seed,0.0,2018,Delhi
3033,3034,MyUpchar,Healthcare,New Delhi,"Nexus venture partners, Omidyar network and shunwei capital",Private Equity,41.25,2018,Delhi
3034,3035,MyUpchar,Healthcare,New Delhi,Undisclosed,Series A,0.5,2018,Delhi
3035,3036,Naaptol,E-Commerce,Mumbai,Undisclosed,Venture - Series Unknown,1.5,2018,Maharashtra
3036,3037,Nagpur Wholesale,E-Commerce,Nagpur,Omphalos ventures india llp,Seed Funding,1.18,2018,Maharashtra
3037,3038,Narvar,IT,Bengaluru,Accel (formerly known as accel partners),Private Equity,24.75,2018,Karnataka
3038,3039,NeoGrowth,Finance,Mumbai,"Leapfrog investments, Aspada investment, Quona capital",Private Equity,387.75,2018,Maharashtra
3039,3040,Netmeds,Healthcare,Chennai,"Sistema asia fund, Sistema jsfc and tanncam investment",Private Equity,288.75,2018,Tamil Nadu
3040,3041,Netmeds,Healthcare,Chennai,Undisclosed,Series C,3.5,2018,Tamil Nadu
3041,3042,Network Intelligence,Technology,Mumbai,Helix investments,Private Equity,39.6,2018,Maharashtra
3042,3043,Newgen Software,Technology,New Delhi,"Goldman sachs, Hedge fund & others",Private Equity,165.0,2018,Delhi
3043,3044,NewsBytes,Media,Gurugram,Undisclosed,Seed,0.1,2018,Haryana
3044,3045,Next Digital Solutions,Marketing,Kota,Undisclosed,Angel,0.01,2018,Rajasthan
3045,3046,NicheAI,AI,Hyderabad,Undisclosed,Angel,0.0,2018,Telangana
3046,3047,Ninjacart,Agriculture,Bengaluru,Undisclosed,Series B,250.0,2018,Karnataka
3047,3048,NIRA,Finance,Bengaluru,Undisclosed,Seed,0.1,2018,Karnataka
3048,3049,NIRAMAI Health Analytix,Healthcare,Bengaluru,Undisclosed,Seed,0.0,2018,Karnataka
3049,3050,NirogStreet,Healthcare,Gurugram,"Spiral ventures, Subho ray and samir kumar",Seed/ Angel Funding,2.48,2018,Haryana
3050,3051,NirogStreet,Healthcare,Gurugram,Undisclosed,Seed,0.03,2018,Haryana
3051,3052,Nivesh,Finance,Noida,"Letsventure, Rajan anandan, Basab pradhan, Vivek khare and bijoy george",Seed/ Angel Funding,3.71,2018,Uttar Pradesh
3052,3053,Nivesh,Finance,Noida,Undisclosed,Seed,3.0,2018,Uttar Pradesh
3053,3054,NiYO Solutions,Finance,Bengaluru,Undisclosed,Series A,1.32,2018,Karnataka
3054,3055,NoPaperForms Solutions Pvt. Ltd.,EdTech,New Delhi,Undisclosed,Series B,0.0,2018,Delhi
3055,3056,Northmist,Personal Care,New Delhi,Prashant jaiswal,Seed/ Angel Funding,0.0,2018,Delhi
3056,3057,Notesgen,EdTech,New Delhi,Undisclosed,Seed,1.25,2018,Delhi
3057,3058,Nua,Consumer Goods,Mumbai,Undisclosed,Seed,0.0,2018,Maharashtra
3058,3059,Numeroseven,Technology,Kolkata,Shiva gunapu & others,Seed/ Angel Funding,0.0,2018,West Bengal
3059,3060,Nutrisattva (Proliva),Healthcare,Anand,Undisclosed,Angel,0.0,2018,Gujarat
3060,3061,Nykaa,Consumer Internet,Mumbai,Lighthouse,Private Equity,1296.9,2018,Maharashtra
3061,3062,Nykaa,Consumer Internet,Mumbai,"Sunil munjal, Harsh mariwala, Dalip pathak and others",Private Equity,198.0,2018,Maharashtra
3062,3063,Nykaa,Consumer Internet,Mumbai,Undisclosed,Secondary Market,113.0,2018,Maharashtra
3063,3064,Nykaa,Consumer Internet,Mumbai,"Sunil munjal, Harsh mariwala, Dalip pathak and others",Private Equity,90.75,2018,Maharashtra
3064,3065,Observe AI,AI,Bengaluru,"Nexus venture partners, Mgv, Liquid 2 ventures, Hack vc, Emergent ventures and y combinator",Private Equity,66.0,2018,Karnataka
3065,3066,OckyPocky,EdTech,Haryana,Undisclosed,Angel,0.0,2018,Haryana
3066,3067,OfBusiness,Fintech,Gurugram,"Creation investments, Falcon edge, Matrix partners india and zodius capital",Private Equity,239.25,2018,Haryana
3067,3068,Ola,Transportation,Bengaluru,Undisclosed,Venture - Series Unknown,5.0,2018,Karnataka
3068,3069,Olly Smart Credit Card,Finance,New Delhi,Undisclosed,Seed,0.0,2018,Delhi
3069,3070,One Labs,Consumer Internet,Mumbai,Micromax informatics ltd,Private Equity,0.0,2018,Maharashtra
3070,3071,OneAssist,Consumer Internet,Mumbai,Undisclosed,Debt Financing,0.0,2018,Maharashtra
3071,3072,ONGO Framework,Technology,Bangalore,Undisclosed,Angel,0.1,2018,Karnataka
3072,3073,Ontrack Technologies Pvt. Ltd,Technology,Bengaluru,Undisclosed,Seed,0.0,2018,Karnataka
3073,3074,OPEN,Banking,Bengaluru,Undisclosed,Seed,0.0,2018,Karnataka
3074,3075,OpenTap,Software,Bengaluru,Unknown high net-worth individuals,Seed / Angel Funding,3.71,2018,Karnataka
3075,3076,OptaCredit,Finance,Chennai,Dmi finance,Private Equity,33.0,2018,Tamil Nadu
3076,3077,Ora,Healthcare,Kolkata,Undisclosed,Seed,0.0,2018,West Bengal
3077,3078,Orbo.ai,AI,Mumbai,Undisclosed,Seed,0.0,2018,Maharashtra
3078,3079,Origo Commodities India Pvt. Ltd,AgriTech,Gurugram,"Cooperative oikocredit, Caspian and hivos-triodos fund",Seed/ Angel Funding,90.75,2018,Haryana
3079,3080,Origo Commodities India Pvt. Ltd,AgriTech,Gurugram,Undisclosed,Venture - Series Unknown,80.0,2018,Haryana
3080,3081,ORO Wealth,FinTech,Mumbai,Undisclosed,Series A,0.16,2018,Maharashtra
3081,3082,OTO Capital,Automotive,Mumbai,Undisclosed,Seed,5.0,2018,Maharashtra
3082,3083,OYO,Hospitality,Gurugram,Didi chuxing,Equity,825.0,2018,Haryana
3083,3084,OYO,Hospitality,Gurugram,Undisclosed,Series E,0.0,2018,Haryana
3084,3085,PaisaDukan,Finance,Mumbai,Undisclosed,Seed,0.07,2018,Maharashtra
3085,3086,Pando,Logistics,Chennai,Undisclosed,Seed,0.2,2018,Tamil Nadu
3086,3087,Pandorum Technologies,Technology,Bengaluru,Undisclosed,Series A,0.36,2018,Karnataka
3087,3088,Paperflite,Technology,Chennai,The chennai angels,Angel / Seed Funding,3.3,2018,Tamil Nadu
3088,3089,Parkwheels,Transportation,Haryana,Undisclosed,Seed,1.2,2018,Haryana
3089,3090,Paymatrix,Finance,Mumbai,Undisclosed,Seed,0.0,2018,Maharashtra
3090,3091,PayMe India,Finance,Noida,Undisclosed,Angel,0.2,2018,Uttar Pradesh
3091,3092,PaySense,Consumer Internet,Mumbai,Payu & others,Private Equity,148.5,2018,Maharashtra
3092,3093,Paytm,E-Commerce,Bengaluru,One 97 communications,Private Equity,73.84,2018,Uttar Pradesh
3093,3094,PeeSafe,Healthcare,Gurugram,"Shivani singh, Rahul maroli, Mitesh shah, Venture catalysts, Alfa capital, Green shots capital, Real time ventures.",Private Equity,8.25,2018,Haryana
3094,3095,Pentation Analytics,Data Analytics,Mumbai,Undisclosed,Seed,0.0,2018,Maharashtra
3095,3096,Pepperfry,E-Commerce,Mumbai,State street global advisors,Private Equity,316.8,2018,Maharashtra
3096,3097,PerkFinance,Finance,Bengaluru,Undisclosed,Seed,0.0,2018,Karnataka
3097,3098,Perpule,Software,Bengaluru,Undisclosed,Series A,34.0,2018,Karnataka
3098,3099,Perspectico,Education,New Delhi,Undisclosed,Seed,0.0,2018,Delhi
3099,3100,PetSutra,Consumer Internet,Gurugram,Michael patrick hickey,Seed / Angel Funding,1.22,2018,Haryana
3100,3101,PetSutra,Consumer Internet,Gurugram,Undisclosed,Seed,0.95,2018,Haryana
3101,3102,PharmEasy,Healthcare,Mumbai,Innoven capital,Debt Funding,45.38,2018,Maharashtra
